CommID	AccessType	Statement	Modifier	Exprpos	TableIndex	ExtID
1302	ASM	DFHMDF	INITIAL		'Next Stmt Date   :'	
1303	ASM	DFHMDF				MAP000311
1304	ASM	DFHMDF	POS		(17,23)	
1305	ASM	DFHMDF				MAP000312
1306	ASM	DFHMDF	POS		(17,26)	
1307	ASM	DFHMDF				MAP000313
1308	ASM	DFHMDF	POS		(17,28)	
1309	ASM	DFHMDF				MAP000314
1310	ASM	DFHMDF	POS		(17,31)	
1311	ASM	DFHMDF				MAP000315
1312	ASM	DFHMDF	POS		(17,33)	
1313	ASM	DFHMDF				MAP000316
1314	ASM	DFHMDF	POS		(18,1)	
1315	ASM	DFHMDF				MAP000317
1316	ASM	DFHMDF	POS		(18,22)	
1317	ASM	DFHMDF				MAP000318
1318	ASM	DFHMDF	POS		(19,1)	
1319	ASM	DFHMDF	INITIAL		'Actual Balance   :'	
1320	ASM	DFHMDF				MAP000319
1321	ASM	DFHMDF	POS		(19,22)	
1322	ASM	DFHMDF				MAP000320
1323	ASM	DFHMDF				MAP000321
1324	ASM	DFHMDF				MAP000322
1325	ASM	DFHMDF				MAP000323
1326	MAPSET	DFHMSD				MAP000324
1327	MAP	DFHMDI				MAP000325
1328	ASM	DFHMDF	INITIAL		'BNK1CC '	
1329	ASM	DFHMDF				MAP000326
1330	ASM	DFHMDF	INITIAL		'CICS Banking Sample Application - Create Customer.'	
1331	ASM	DFHMDF				MAP000327
1332	ASM	DFHMDF	INITIAL		'Provide a Name, Address and D.O.B. then Enter '	
1333	ASM	DFHMDF				MAP000328
1334	ASM	DFHMDF	INITIAL		' Customer Title'	
1335	ASM	DFHMDF				MAP000329
1336	ASM	DFHMDF	ATTRB		(UNPROT,FSET,NORM,IC)	
1337	ASM	DFHMDF				MAP000330
1338	ASM	DFHMDF	POS		(7,29)	
1339	ASM	DFHMDF				MAP000331
1340	ASM	DFHMDF	POS		(7,31)	
1341	ASM	DFHMDF	INITIAL		'First Name'	
1342	ASM	DFHMDF				MAP000332
1343	ASM	DFHMDF	POS		(7,46)	
1344	ASM	DFHMDF				MAP000333
1345	ASM	DFHMDF	POS		(7,67)	
1346	ASM	DFHMDF				MAP000334
1347	ASM	DFHMDF	INITIAL		' Middle Initials'	
1348	ASM	DFHMDF				MAP000335
1349	ASM	DFHMDF				MAP000336
1350	ASM	DFHMDF	POS		(8,21)	
1351	ASM	DFHMDF				MAP000337
1352	ASM	DFHMDF	POS		(8,22)	
1353	ASM	DFHMDF	INITIAL		'Family name '	
1354	ASM	DFHMDF				MAP000338
1355	ASM	DFHMDF				MAP000339
1356	ASM	DFHMDF	POS		(8,56)	
1357	ASM	DFHMDF				MAP000340
1358	ASM	DFHMDF	INITIAL		' Customer Addr1 '	
1359	ASM	DFHMDF				MAP000341
1360	ASM	DFHMDF				MAP000342
1361	ASM	DFHMDF				MAP000343
1362	ASM	DFHMDF	INITIAL		' Customer Addr2 '	
1363	ASM	DFHMDF				MAP000344
1364	ASM	DFHMDF				MAP000345
1365	ASM	DFHMDF				MAP000346
1366	ASM	DFHMDF	INITIAL		' Customer Addr3 '	
1367	ASM	DFHMDF				MAP000347
1368	ASM	DFHMDF				MAP000348
1369	ASM	DFHMDF				MAP000349
1370	ASM	DFHMDF	INITIAL		' Customer D.O.B.'	
1371	ASM	DFHMDF				MAP000350
1372	ASM	DFHMDF	ATTRB		(NORM,UNPROT,FSET,NUM)	
1373	ASM	DFHMDF				MAP000351
1374	ASM	DFHMDF				MAP000352
1375	ASM	DFHMDF				MAP000353
1376	ASM	DFHMDF				MAP000354
1377	ASM	DFHMDF				MAP000355
1378	ASM	DFHMDF	POS		(13,33)	
1379	ASM	DFHMDF				MAP000356
1380	ASM	DFHMDF	INITIAL		' Sort Code     '	
1381	ASM	DFHMDF				MAP000357
1382	ASM	DFHMDF	ATTRB		(NORM,PROT,FSET,NUM)	
1383	ASM	DFHMDF				MAP000358
1384	ASM	DFHMDF	INITIAL		' Customer Number'	
1385	ASM	DFHMDF				MAP000359
1386	ASM	DFHMDF	POS		(16,18)	
1387	ASM	DFHMDF				MAP000360
1388	ASM	DFHMDF	INITIAL		' Credit Score   '	
1389	ASM	DFHMDF				MAP000361
1390	ASM	DFHMDF	POS		(17,18)	
1391	ASM	DFHMDF				MAP000362
1392	ASM	DFHMDF	INITIAL		' CS Review Date '	
1393	ASM	DFHMDF				MAP000363
1394	ASM	DFHMDF	POS		(18,18)	
1395	ASM	DFHMDF				MAP000364
1396	ASM	DFHMDF	POS		(18,21)	
1397	ASM	DFHMDF				MAP000365
1398	ASM	DFHMDF	POS		(18,23)	
1399	ASM	DFHMDF				MAP000366
1400	ASM	DFHMDF	POS		(18,26)	
1401	ASM	DFHMDF				MAP000367
1402	ASM	DFHMDF	POS		(18,28)	
1403	ASM	DFHMDF				MAP000368
1404	ASM	DFHMDF				MAP000369
1405	ASM	DFHMDF				MAP000370
1406	ASM	DFHMDF				MAP000371
1407	ASM					
